title,text,summary,url,published_at,category,source
Россиянам назвали улучшающий работу мозга быстрый в приготовлении суп,Россиянам назвали улучшающий работу мозга быстрый в приготовлении суп,Россиянам назвали улучшающий работу мозга быстрый в приготовлении суп,https://lenta.ru/news/2026/03/17/rossiyanam-nazvali-uluchshayuschiy-rabotu-mozga-bystryy-v-prigotovlenii-sup/,2026-03-17 12:32:00,Интернет и СМИ,parsed_rss:lenta
Желающим избежать сонливости после обеда дали три совета,Желающим избежать сонливости после обеда дали три совета,Желающим избежать сонливости после обеда дали три совета,https://lenta.ru/news/2026/03/17/zhelayuschim-izbezhat-sonlivosti-posle-obeda-dali-tri-soveta/,2026-03-17 12:32:00,Забота о себе,parsed_rss:lenta
Зеленский отправил сигнал Орбану через Бухарест,Зеленский отправил сигнал Орбану через Бухарест,Зеленский отправил сигнал Орбану через Бухарест,https://lenta.ru/news/2026/03/17/zelenskiy-otpravil-signal-orbanu-cherez-buharest/,2026-03-17 12:28:00,Бывший СССР,parsed_rss:lenta
Южная Корея задумалась о возобновлении покупки российской нефти,Южная Корея задумалась о возобновлении покупки российской нефти,Южная Корея задумалась о возобновлении покупки российской нефти,https://lenta.ru/news/2026/03/17/yuzhnaya-koreya-zadumalas-o-vozobnovlenii-pokupki-rossiyskoy-nefti/,2026-03-17 12:27:00,Экономика,parsed_rss:lenta
Жирков пожаловался на рост цен,Жирков пожаловался на рост цен,Жирков пожаловался на рост цен,https://lenta.ru/news/2026/03/17/zhirkov-pozhalovalsya-na-rost-tsen/,2026-03-17 12:25:00,Спорт,parsed_rss:lenta
Российские «Зоркие-2М» засняли происшествие после удара БПЛА в ОАЭ,Российские «Зоркие-2М» засняли происшествие после удара БПЛА в ОАЭ,Российские «Зоркие-2М» засняли происшествие после удара БПЛА в ОАЭ,https://lenta.ru/news/2026/03/17/rossiyskie-zorkie-2m-zasnyali-proisshestvie-posle-udara-bpla-v-oae/,2026-03-17 12:25:00,Наука и техника,parsed_rss:lenta
Госкомпании страны БРИКС снова решили закупать российскую нефть,Госкомпании страны БРИКС снова решили закупать российскую нефть,Госкомпании страны БРИКС снова решили закупать российскую нефть,https://lenta.ru/news/2026/03/17/goskompanii-strany-briks-snova-reshili-zakupat-rossiyskuyu-neft/,2026-03-17 12:19:00,Экономика,parsed_rss:lenta
Одна страна Азии стала самой желанной для россиян на майских праздниках,Одна страна Азии стала самой желанной для россиян на майских праздниках,Одна страна Азии стала самой желанной для россиян на майских праздниках,https://lenta.ru/news/2026/03/17/odna-strana-azii-stala-samoy-zhelannoy-dlya-rossiyan-na-mayskih-prazdnikah/,2026-03-17 12:18:00,Путешествия,parsed_rss:lenta
Ощутимое землетрясение произошло в российском регионе,Ощутимое землетрясение произошло в российском регионе,Ощутимое землетрясение произошло в российском регионе,https://lenta.ru/news/2026/03/17/oschutimoe-zemletryasenie-proizoshlo-v-rossiyskom-regione/,2026-03-17 12:18:00,Экономика,parsed_rss:lenta
Папа Римский жестко высказался о пластике,Папа Римский жестко высказался о пластике,Папа Римский жестко высказался о пластике,https://lenta.ru/news/2026/03/17/papa-rimskiy-zhestko-vyskazalsya-o-plastike/,2026-03-17 12:18:00,Ценности,parsed_rss:lenta
Пашинян задумался о полете армян на Луну,Пашинян задумался о полете армян на Луну,Пашинян задумался о полете армян на Луну,https://lenta.ru/news/2026/03/17/pashinyan-zadumalsya-o-polete-armyan-na-lunu/,2026-03-17 12:14:00,Бывший СССР,parsed_rss:lenta
Звезда фильмов Marvel впервые станет отцом,Звезда фильмов Marvel впервые станет отцом,Звезда фильмов Marvel впервые станет отцом,https://lenta.ru/news/2026/03/17/zvezda-filmov-marvel-vpervye-stanet-ottsom/,2026-03-17 12:13:00,Культура,parsed_rss:lenta
Россиянин с кулаками напал на скорую и попал на видео,Россиянин с кулаками напал на скорую и попал на видео,Россиянин с кулаками напал на скорую и попал на видео,https://lenta.ru/news/2026/03/17/rossiyanin-napal-na-skoruyu-i-popal-na-video/,2026-03-17 12:13:00,Силовые структуры,parsed_rss:lenta
Российские войска продвинулись к Славянску,Российские войска продвинулись к Славянску,Российские войска продвинулись к Славянску,https://lenta.ru/news/2026/03/17/rossiyskie-voyska-prodvinulis-k-slavyansku/,2026-03-17 12:13:00,Бывший СССР,parsed_rss:lenta
ЦАХАЛ объявила новую масштабную серию ударов по объектам правительства Ирана,ЦАХАЛ объявила новую масштабную серию ударов по объектам правительства Ирана,ЦАХАЛ объявила новую масштабную серию ударов по объектам правительства Ирана,https://lenta.ru/news/2026/03/17/tsahal-ob-yavila-novuyu-masshtabnuyu-seriyu-udarov-po-ob-ektam-pravitelstva-irana/,2026-03-17 12:09:00,Мир,parsed_rss:lenta
Сценарий войны Ирана с НАТО рассмотрели,Сценарий войны Ирана с НАТО рассмотрели,Сценарий войны Ирана с НАТО рассмотрели,https://lenta.ru/news/2026/03/17/stsenariy-voyny-irana-s-nato-rassmotreli/,2026-03-17 12:09:00,Мир,parsed_rss:lenta
В Евросоюзе исключили сделки по энергетике с Россией,В Евросоюзе исключили сделки по энергетике с Россией,В Евросоюзе исключили сделки по энергетике с Россией,https://lenta.ru/news/2026/03/17/no/,2026-03-17 12:07:00,Экономика,parsed_rss:lenta
Московским автомобилистам назвали оптимальное время для смены резины,Московским автомобилистам назвали оптимальное время для смены резины,Московским автомобилистам назвали оптимальное время для смены резины,https://lenta.ru/news/2026/03/17/moskovskim-avtomobilistam-nazvali-optimalnoe-vremya-dlya-smeny-reziny/,2026-03-17 12:05:00,Авто,parsed_rss:lenta
МакSим рассказала о выступлениях на улице ради еды,МакSим рассказала о выступлениях на улице ради еды,МакSим рассказала о выступлениях на улице ради еды,https://lenta.ru/news/2026/03/17/maksim-rasskazala-o-vystupleniyah-na-ulitse-radi-edy/,2026-03-17 12:05:00,Культура,parsed_rss:lenta
Высокопоставленная макака сбросила в пруд одинокую обезьяну из японского зоопарка,Высокопоставленная макака сбросила в пруд одинокую обезьяну из японского зоопарка,Высокопоставленная макака сбросила в пруд одинокую обезьяну из японского зоопарка,https://lenta.ru/news/2026/03/17/vysokopostavlennaya-makaka-sbrosila-v-prud-odinokuyu-obezyanu-iz-yaponskogo-zooparka/,2026-03-17 12:05:00,Из жизни,parsed_rss:lenta
Страхование перевозок через Ормузский пролив подорожало в 20 раз,Страхование перевозок через Ормузский пролив подорожало в 20 раз,Страхование перевозок через Ормузский пролив подорожало в 20 раз,https://lenta.ru/news/2026/03/17/strahovanie-perevozok-cherez-ormuzskiy-proliv-podorozhalo-v-20-raz/,2026-03-17 12:04:00,Экономика,parsed_rss:lenta
В России объявили о скором расширении ОМС для онкобольных,В России объявили о скором расширении ОМС для онкобольных,В России объявили о скором расширении ОМС для онкобольных,https://lenta.ru/news/2026/03/17/v-rossii-rasshirili-oms-dlya-onkobolnyh/,2026-03-17 12:04:00,Россия,parsed_rss:lenta
Российский рядовой несколько часов вел разведку в тылу ВСУ и остался незамеченным,Российский рядовой несколько часов вел разведку в тылу ВСУ и остался незамеченным,Российский рядовой несколько часов вел разведку в тылу ВСУ и остался незамеченным,https://lenta.ru/news/2026/03/17/rossiyskiy-ryadovoy-neskolko-chasov-vel-razvedku-v-tylu-vsu-i-ostalsya-nezamechennym/,2026-03-17 12:03:00,Россия,parsed_rss:lenta
Россиян призвали готовиться к аномальному нашествию паразитов,Россиян призвали готовиться к аномальному нашествию паразитов,Россиян призвали готовиться к аномальному нашествию паразитов,https://lenta.ru/news/2026/03/17/rossiyan-prizvali-gotovitsya-k-anomalnomu-nashestviyu-parazitov/,2026-03-17 12:01:00,Экономика,parsed_rss:lenta
Продавец попугаев не смогла доказать связь обидных комментариев и падения ее доходов,Продавец попугаев не смогла доказать связь обидных комментариев и падения ее доходов,Продавец попугаев не смогла доказать связь обидных комментариев и падения ее доходов,https://lenta.ru/news/2026/03/17/prodavets-popugaev-ne-smogla-dokazat-padenie-dohodov-iz-za-obidnyh-kommentariev/,2026-03-17 12:00:00,Экономика,parsed_rss:lenta
ЕС не смог смириться с угрозами Зеленского в адрес Орбана,ЕС не смог смириться с угрозами Зеленского в адрес Орбана,ЕС не смог смириться с угрозами Зеленского в адрес Орбана,https://lenta.ru/news/2026/03/17/es-ne-smog-smiritsya-s-ugrozami-zelenskogo-v-adres-orbana/,2026-03-17 11:59:37,Мир,parsed_rss:lenta
В Финляндии оценили возможность бойкота Кубка мира по хоккею из-за допуска России,В Финляндии оценили возможность бойкота Кубка мира по хоккею из-за допуска России,В Финляндии оценили возможность бойкота Кубка мира по хоккею из-за допуска России,https://lenta.ru/news/2026/03/17/v-finlyandii-otsenili-vozmozhnost-boykota-kubka-mira-po-hokkeyu-iz-za-dopuska-rossii/,2026-03-17 11:58:53,Спорт,parsed_rss:lenta
Каллас выступила с призывом по ситуации в Ормузском проливе,Каллас выступила с призывом по ситуации в Ормузском проливе,Каллас выступила с призывом по ситуации в Ормузском проливе,https://lenta.ru/news/2026/03/17/kallas-vystupila-spriormuzskiy-proliv/,2026-03-17 11:58:37,Мир,parsed_rss:lenta
Интересовавшийся Министерством обороны россиянин попал под следствие,Интересовавшийся Министерством обороны россиянин попал под следствие,Интересовавшийся Министерством обороны россиянин попал под следствие,https://lenta.ru/news/2026/03/17/interesovavshiysya-ministerstvom-oborony-rossiyanin-popal-pod-sledstvie/,2026-03-17 11:54:46,Силовые структуры,parsed_rss:lenta
Всех российских космонавтов подготовят к полету на РОС,Всех российских космонавтов подготовят к полету на РОС,Всех российских космонавтов подготовят к полету на РОС,https://lenta.ru/news/2026/03/17/vseh-rossiyskih-kosmonavtov-podgotovyat-k-poletu-na-ros/,2026-03-17 11:53:43,Наука и техника,parsed_rss:lenta
Москвичей предупредили о сибирских ночах,Москвичей предупредили о сибирских ночах,Москвичей предупредили о сибирских ночах,https://lenta.ru/news/2026/03/17/moskvicham-rasskazali-o-pogode-do-kontsa-nedeli/,2026-03-17 11:53:25,Экономика,parsed_rss:lenta
Доктор Мясников раскрыл свою единственную радость,Доктор Мясников раскрыл свою единственную радость,Доктор Мясников раскрыл свою единственную радость,https://lenta.ru/news/2026/03/17/radost/,2026-03-17 11:50:56,Интернет и СМИ,parsed_rss:lenta
